,features,dataset,emotion,validation
5121,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M045.npy,0,0.;0.;1,0
5122,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M046.npy,0,0.;0.;1,1
5123,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M005.npy,0,1.;0.;0,0
5124,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M006.npy,0,0.5;0.5;0.,0
5125,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M007.npy,0,0.;1.;0,0
5126,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M008.npy,0,0.;1.;0,0
5127,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script01_3_M009.npy,0,0.;0.5;0.,0
5128,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F000.npy,0,0.;0.5;0.,1
5129,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F001.npy,0,0.;1.;0,1
5130,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F010.npy,0,0.5;0.5;0.,0
5131,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F011.npy,0,1.;0.;0,0
5132,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F012.npy,0,1.;0.;0,0
5133,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F013.npy,0,1.;0.;0,1
5134,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F014.npy,0,0.5;0.5;0.,0
5135,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F015.npy,0,1.;0.;0,0
5136,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F016.npy,0,0.5;0.5;0.,0
5137,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F017.npy,0,1.;0.;0,1
5138,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F018.npy,0,1.;0.;0,0
5139,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F019.npy,0,0.5;0.5;0.,0
5140,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F002.npy,0,1.;0.;0,0
5141,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F020.npy,0,0.5;0.5;0.,1
5142,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F021.npy,0,0.5;0.5;0.,1
5143,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F003.npy,0,1.;0.;0,0
5144,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F004.npy,0,0.;1.;0,0
5145,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F005.npy,0,0.;1.;0,0
5146,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F006.npy,0,1.;0.;0,0
5147,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F007.npy,0,1.;0.;0,1
5148,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F008.npy,0,1.;0.;0,1
5149,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_F009.npy,0,1.;0.;0,0
5150,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M000.npy,0,0.;0.;1,0
5151,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M001.npy,0,0.;0.;1,0
5152,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M010.npy,0,0.;1.;0,0
5153,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M011.npy,0,0.;1.;0,1
5154,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M012.npy,0,0.;1.;0,0
5155,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M013.npy,0,1.;0.;0,0
5156,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M014.npy,0,0.5;0.;0.,0
5157,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M015.npy,0,0.;0.;1,0
5158,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M016.npy,0,0.;0.5;0.,0
5159,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M017.npy,0,0.;0.5;0.,0
5160,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M018.npy,0,0.5;0.5;0.,0
5161,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M019.npy,0,0.;0.5;0.,1
5162,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M002.npy,0,0.;0.;1,0
5163,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M020.npy,0,0.;1.;0,0
5164,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M021.npy,0,1.;0.;0,0
5165,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M022.npy,0,0.5;0.5;0.,1
5166,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M023.npy,0,0.;1.;0,1
5167,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M024.npy,0,0.;1.;0,0
5168,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M025.npy,0,0.5;0.5;0.,0
5169,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M026.npy,0,0.;1.;0,0
5170,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M027.npy,0,1.;0.;0,1
5171,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M028.npy,0,0.5;0.5;0.,0
5172,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M029.npy,0,0.;0.;1,0
5173,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M003.npy,0,0.;0.;1,0
5174,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M030.npy,0,0.5;0.5;0.,0
5175,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M031.npy,0,0.5;0.5;0.,0
5176,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M032.npy,0,0.;1.;0,0
5177,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M033.npy,0,0.5;0.5;0.,0
5178,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M034.npy,0,0.5;0.5;0.,0
5179,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M035.npy,0,0.5;0.;0.,0
5180,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M036.npy,0,0.;0.5;0.,1
5181,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M037.npy,0,0.;1.;0,0
5182,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M038.npy,0,0.;1.;0,0
5183,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M039.npy,0,0.;1.;0,0
5184,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M004.npy,0,0.;0.;1,0
5185,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M040.npy,0,0.;0.;1,0
5186,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M041.npy,0,0.;0.;1,1
5187,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M042.npy,0,0.;0.;1,1
5188,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M043.npy,0,0.5;0.;0.,0
5189,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M044.npy,0,0.;1.;0,1
5190,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M005.npy,0,0.5;0.;0.,0
5191,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M006.npy,0,0.;0.5;0.,0
5192,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M007.npy,0,0.5;0.5;0.,1
5193,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M008.npy,0,0.;0.5;0.,0
5194,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_1_M009.npy,0,0.;1.;0,0
5195,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F000.npy,0,0.;1.;0,1
5196,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F001.npy,0,0.33333333;0.66666667;0.,0
5197,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F010.npy,0,1.;0.;0,0
5198,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F011.npy,0,1.;0.;0,1
5199,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F012.npy,0,1.;0.;0,0
5200,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F013.npy,0,1.;0.;0,0
5201,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F014.npy,0,1.;0.;0,0
5202,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F015.npy,0,1.;0.;0,0
5203,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F016.npy,0,0.;1.;0,0
5204,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F017.npy,0,0.;0.33333333;0.6666666,0
5205,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F018.npy,0,0.;0.33333333;0.6666666,0
5206,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F019.npy,0,0.;0.;1,0
5207,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F002.npy,0,0.;1.;0,0
5208,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F020.npy,0,0.;0.;1,0
5209,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F021.npy,0,0.;0.;1,0
5210,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F022.npy,0,0.;0.33333333;0.6666666,0
5211,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F023.npy,0,0.;0.;1,0
5212,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F024.npy,0,0.33333333;0.66666667;0.,0
5213,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F025.npy,0,0.66666667;0.33333333;0.,0
5214,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F026.npy,0,0.66666667;0.33333333;0.,1
5215,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F027.npy,0,0.66666667;0.33333333;0.,0
5216,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F028.npy,0,1.;0.;0,0
5217,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F029.npy,0,1.;0.;0,0
5218,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F003.npy,0,0.33333333;0.66666667;0.,0
5219,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F030.npy,0,1.;0.;0,0
5220,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F031.npy,0,1.;0.;0,0
5221,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F032.npy,0,1.;0.;0,0
5222,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F033.npy,0,1.;0.;0,0
5223,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F034.npy,0,0.66666667;0.33333333;0.,0
5224,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F035.npy,0,1.;0.;0,0
5225,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F036.npy,0,1.;0.;0,0
5226,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F037.npy,0,0.33333333;0.66666667;0.,0
5227,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F038.npy,0,0.66666667;0.33333333;0.,0
5228,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F039.npy,0,0.66666667;0.33333333;0.,1
5229,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F004.npy,0,0.66666667;0.33333333;0.,0
5230,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F040.npy,0,0.66666667;0.33333333;0.,0
5231,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F041.npy,0,1.;0.;0,1
5232,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F042.npy,0,1.;0.;0,0
5233,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F043.npy,0,0.33333333;0.33333333;0.3333333,0
5234,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F044.npy,0,0.;0.66666667;0.3333333,0
5235,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F045.npy,0,0.;0.;1,0
5236,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F046.npy,0,0.;0.;1,0
5237,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F047.npy,0,0.;0.;1,0
5238,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F048.npy,0,0.;0.;1,0
5239,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F049.npy,0,0.;1.;0,0
5240,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F005.npy,0,1.;0.;0,0
5241,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F050.npy,0,0.;0.66666667;0.3333333,0
5242,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F051.npy,0,0.;1.;0,0
5243,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F052.npy,0,0.;0.33333333;0.6666666,1
5244,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F006.npy,0,1.;0.;0,0
5245,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F007.npy,0,1.;0.;0,0
5246,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F008.npy,0,1.;0.;0,0
5247,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_F009.npy,0,1.;0.;0,0
5248,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M000.npy,0,0.;0.66666667;0.3333333,0
5249,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M001.npy,0,0.;1.;0,0
5250,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M010.npy,0,0.;1.;0,0
5251,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M011.npy,0,0.66666667;0.33333333;0.,0
5252,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M012.npy,0,0.;1.;0,0
5253,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M013.npy,0,1.;0.;0,1
5254,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M014.npy,0,0.;1.;0,0
5255,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M015.npy,0,0.33333333;0.66666667;0.,0
5256,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M016.npy,0,0.;0.66666667;0.3333333,1
5257,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M017.npy,0,0.;1.;0,0
5258,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M018.npy,0,0.;1.;0,0
5259,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M019.npy,0,0.;0.66666667;0.3333333,0
5260,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M002.npy,0,0.66666667;0.33333333;0.,0
5261,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M020.npy,0,0.;1.;0,0
5262,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M021.npy,0,0.;1.;0,0
5263,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M022.npy,0,0.66666667;0.;0.3333333,0
5264,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M023.npy,0,0.66666667;0.33333333;0.,0
5265,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M024.npy,0,1.;0.;0,0
5266,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M025.npy,0,0.66666667;0.33333333;0.,0
5267,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M026.npy,0,1.;0.;0,0
5268,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M027.npy,0,1.;0.;0,0
5269,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M028.npy,0,1.;0.;0,0
5270,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M029.npy,0,1.;0.;0,0
5271,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M003.npy,0,0.66666667;0.33333333;0.,0
5272,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M030.npy,0,1.;0.;0,0
5273,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M031.npy,0,0.66666667;0.33333333;0.,0
5274,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M032.npy,0,0.66666667;0.33333333;0.,0
5275,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M033.npy,0,0.66666667;0.33333333;0.,0
5276,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M034.npy,0,0.66666667;0.33333333;0.,0
5277,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M035.npy,0,1.;0.;0,0
5278,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M036.npy,0,0.66666667;0.33333333;0.,1
5279,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M037.npy,0,0.;1.;0,0
5280,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M038.npy,0,0.;1.;0,0
5281,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M039.npy,0,0.;1.;0,0
5282,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M004.npy,0,0.;1.;0,0
5283,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M040.npy,0,0.;0.;1,1
5284,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M041.npy,0,0.;0.;1,0
5285,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M042.npy,0,0.;1.;0,0
5286,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M043.npy,0,0.;0.66666667;0.3333333,1
5287,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M044.npy,0,0.;0.33333333;0.6666666,1
5288,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M045.npy,0,0.;0.33333333;0.6666666,1
5289,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M005.npy,0,0.;1.;0,0
5290,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M006.npy,0,0.66666667;0.33333333;0.,0
5291,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M007.npy,0,0.66666667;0.33333333;0.,1
5292,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M008.npy,0,1.;0.;0,0
5293,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script02_2_M009.npy,0,0.66666667;0.33333333;0.,0
5294,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F000.npy,0,0.;1.;0,0
5295,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F001.npy,0,0.5;0.5;0.,0
5296,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F010.npy,0,0.;1.;0,0
5297,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F011.npy,0,0.;1.;0,1
5298,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F012.npy,0,0.;0.;1,0
5299,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F013.npy,0,0.;1.;0,0
5300,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F014.npy,0,0.5;0.5;0.,0
5301,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F015.npy,0,0.5;0.5;0.,0
5302,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F016.npy,0,0.5;0.5;0.,0
5303,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F017.npy,0,0.;1.;0,0
5304,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F018.npy,0,0.;1.;0,0
5305,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F019.npy,0,0.;0.5;0.,0
5306,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F002.npy,0,1.;0.;0,1
5307,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F020.npy,0,0.;0.;1,0
5308,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F021.npy,0,0.;0.;1,0
5309,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F022.npy,0,0.5;0.;0.,0
5310,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F023.npy,0,0.5;0.;0.,0
5311,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F024.npy,0,0.;0.;1,0
5312,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F025.npy,0,0.;0.;1,0
5313,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F026.npy,0,0.;0.;1,0
5314,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F027.npy,0,0.;0.;1,0
5315,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F028.npy,0,0.;0.;1,0
5316,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F003.npy,0,1.;0.;0,0
5317,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F004.npy,0,0.;0.;1,0
5318,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F005.npy,0,0.;1.;0,0
5319,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F006.npy,0,0.;0.;1,0
5320,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F007.npy,0,0.;0.5;0.,1
5321,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F008.npy,0,0.;0.5;0.,0
5322,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_F009.npy,0,0.5;0.5;0.,1
5323,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M000.npy,0,0.;1.;0,0
5324,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M001.npy,0,0.5;0.5;0.,0
5325,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M010.npy,0,0.;0.;1,1
5326,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M011.npy,0,0.;0.5;0.,1
5327,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M012.npy,0,0.;1.;0,0
5328,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M013.npy,0,0.;0.5;0.,0
5329,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M014.npy,0,0.;1.;0,0
5330,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M015.npy,0,0.;0.5;0.,0
5331,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M016.npy,0,0.;0.5;0.,0
5332,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M017.npy,0,0.;1.;0,0
5333,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M018.npy,0,0.;0.5;0.,0
5334,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M019.npy,0,0.;0.5;0.,0
5335,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M002.npy,0,0.;1.;0,0
5336,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M020.npy,0,0.;0.;1,0
5337,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M021.npy,0,0.;0.5;0.,1
5338,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M022.npy,0,0.;1.;0,0
5339,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M023.npy,0,0.;0.5;0.,0
5340,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M024.npy,0,1.;0.;0,1
5341,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M025.npy,0,0.;0.;1,1
5342,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M026.npy,0,0.;0.5;0.,0
5343,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M027.npy,0,0.;0.5;0.,0
5344,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M028.npy,0,0.;0.;1,0
5345,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M029.npy,0,0.;0.;1,0
5346,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M003.npy,0,0.;1.;0,0
5347,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M030.npy,0,0.;0.5;0.,0
5348,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M031.npy,0,0.;1.;0,0
5349,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M004.npy,0,0.;1.;0,1
5350,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M005.npy,0,0.;0.;1,0
5351,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M006.npy,0,1.;0.;0,0
5352,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M007.npy,0,0.;0.;1,0
5353,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M008.npy,0,0.;0.5;0.,1
5354,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_1_M009.npy,0,0.;0.5;0.,0
5355,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F000.npy,0,0.;0.5;0.,1
5356,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F001.npy,0,0.5;0.;0.,0
5357,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F010.npy,0,1.;0.;0,0
5358,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F011.npy,0,1.;0.;0,0
5359,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F012.npy,0,1.;0.;0,0
5360,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F013.npy,0,1.;0.;0,0
5361,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F014.npy,0,1.;0.;0,0
5362,/z/lancelcy/data/orig/iemocap/mfbs/Ses03F_script03_2_F015.npy,0,1.;0.;0,0
