,features,emotion,validation,dataset
2475,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120756.npy,1.0;0.0;0.0,0,0
2476,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120757.npy,0.0;0.6;0.4,0,0
2477,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120760.npy,0.25;0.75;0.0,0,0
2478,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120769.npy,0.75;0.25;0.0,0,0
2479,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120772.npy,0.6;0.4;0.0,0,0
2480,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120774.npy,0.25;0.75;0.0,0,0
2481,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120785.npy,0.6;0.4;0.0,0,0
2482,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120786.npy,0.0;0.8;0.2,0,0
2483,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120787.npy,1.0;0.0;0.0,0,0
2484,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120789.npy,0.6;0.4;0.0,0,0
2485,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120794.npy,0.8;0.2;0.0,0,0
2486,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120795.npy,0.0;0.6;0.4,0,0
2487,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120807.npy,1.0;0.0;0.0,0,0
2488,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120810.npy,0.4;0.6;0.0,0,0
2489,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120812.npy,0.75;0.25;0.0,0,0
2490,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120815.npy,0.2;0.8;0.0,0,0
2491,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120823.npy,0.0;0.75;0.25,0,0
2492,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120839.npy,0.25;0.75;0.0,0,0
2493,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120841.npy,0.25;0.75;0.0,0,0
2494,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120851.npy,0.75;0.25;0.0,0,0
2495,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120855.npy,0.0;0.75;0.25,0,0
2496,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120862.npy,0.25;0.75;0.0,0,0
2497,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120868.npy,0.0;0.4;0.6,0,0
2498,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120869.npy,0.0;0.25;0.75,0,0
2499,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120874.npy,0.0;0.0;1.0,0,0
2500,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120879.npy,0.6;0.2;0.2,0,0
2501,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120884.npy,0.25;0.75;0.0,0,0
2502,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120889.npy,0.25;0.75;0.0,0,0
2503,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120890.npy,0.0;0.75;0.25,0,0
2504,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120895.npy,0.0;0.2;0.8,0,0
2505,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120896.npy,0.25;0.75;0.0,0,0
2506,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120900.npy,0.0;0.4;0.6,0,0
2507,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120905.npy,0.6;0.2;0.2,0,0
2508,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120907.npy,0.25;0.75;0.0,0,0
2509,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120908.npy,0.0;0.25;0.75,0,0
2510,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120927.npy,0.0;0.75;0.25,0,0
2511,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120929.npy,0.0;0.75;0.25,0,0
2512,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120934.npy,0.0;0.6;0.4,0,0
2513,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120950.npy,0.75;0.25;0.0,0,0
2514,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120952.npy,0.75;0.25;0.0,0,0
2515,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120953.npy,0.0;0.0;1.0,0,0
2516,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120957.npy,0.25;0.75;0.0,0,0
2517,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120961.npy,0.2;0.0;0.8,0,0
2518,/z/lancelcy/PRIORI_Emotion/pad_mfbs/120996.npy,0.25;0.75;0.0,0,0
2519,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121005.npy,0.0;1.0;0.0,0,0
2520,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121011.npy,0.0;1.0;0.0,0,0
2521,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121016.npy,0.25;0.75;0.0,0,0
2522,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121029.npy,0.0;0.6;0.4,0,0
2523,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121036.npy,0.6;0.4;0.0,0,0
2524,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121038.npy,0.0;1.0;0.0,0,0
2525,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121040.npy,0.0;1.0;0.0,0,0
2526,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121052.npy,0.8;0.0;0.2,0,0
2527,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121055.npy,0.0;0.6;0.4,0,0
2528,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121072.npy,1.0;0.0;0.0,0,0
2529,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121102.npy,0.0;1.0;0.0,0,0
2530,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121108.npy,0.0;1.0;0.0,0,0
2531,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121109.npy,0.0;0.6;0.4,0,0
2532,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121117.npy,0.25;0.0;0.75,0,0
2533,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121132.npy,0.2;0.6;0.2,0,0
2534,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121135.npy,0.2;0.2;0.6,0,0
2535,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121138.npy,1.0;0.0;0.0,0,0
2536,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121147.npy,1.0;0.0;0.0,0,0
2537,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121154.npy,0.0;1.0;0.0,0,0
2538,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121159.npy,0.2;0.0;0.8,0,0
2539,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121165.npy,0.0;0.6;0.4,0,0
2540,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121168.npy,0.0;0.6;0.4,0,0
2541,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121170.npy,0.0;0.75;0.25,0,0
2542,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121175.npy,0.0;1.0;0.0,0,0
2543,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121181.npy,0.8;0.2;0.0,0,0
2544,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121191.npy,0.0;0.4;0.6,0,0
2545,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121193.npy,0.0;0.0;1.0,0,0
2546,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121210.npy,0.25;0.75;0.0,0,0
2547,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121211.npy,0.0;0.2;0.8,0,0
2548,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121213.npy,0.0;0.75;0.25,0,0
2549,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121214.npy,0.2;0.8;0.0,0,0
2550,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121217.npy,0.75;0.25;0.0,0,0
2551,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121221.npy,1.0;0.0;0.0,0,0
2552,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121226.npy,0.6;0.4;0.0,0,0
2553,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121237.npy,0.25;0.75;0.0,0,0
2554,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121243.npy,0.2;0.8;0.0,0,0
2555,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121245.npy,0.4;0.6;0.0,0,0
2556,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121247.npy,0.2;0.0;0.8,0,0
2557,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121252.npy,0.0;0.75;0.25,0,0
2558,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121256.npy,0.4;0.6;0.0,0,0
2559,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121262.npy,0.0;0.25;0.75,0,0
2560,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121267.npy,0.25;0.75;0.0,0,0
2561,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121270.npy,0.25;0.75;0.0,0,0
2562,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121280.npy,0.0;0.2;0.8,0,0
2563,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121292.npy,0.0;0.2;0.8,0,0
2564,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121309.npy,0.0;0.4;0.6,0,0
2565,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121326.npy,0.2;0.8;0.0,0,0
2566,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121357.npy,0.2;0.6;0.2,0,0
2567,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121376.npy,0.25;0.75;0.0,0,0
2568,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121384.npy,0.0;0.75;0.25,0,0
2569,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121406.npy,0.0;0.2;0.8,0,0
2570,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121412.npy,0.0;0.0;1.0,0,0
2571,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121413.npy,0.0;0.8;0.2,0,0
2572,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121419.npy,0.0;0.0;1.0,0,0
2573,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121427.npy,0.2;0.6;0.2,0,0
2574,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121439.npy,0.0;0.75;0.25,0,0
2575,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121444.npy,0.0;1.0;0.0,0,0
2576,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121447.npy,0.0;1.0;0.0,0,0
2577,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121449.npy,0.25;0.75;0.0,0,0
2578,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121450.npy,0.0;0.6;0.4,0,0
2579,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121457.npy,0.0;0.6;0.4,0,0
2580,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121468.npy,0.2;0.6;0.2,0,0
2581,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121481.npy,0.0;0.75;0.25,0,0
2582,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121483.npy,0.0;0.8;0.2,0,0
2583,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121485.npy,0.8;0.2;0.0,0,0
2584,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121527.npy,0.0;1.0;0.0,0,0
2585,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121530.npy,1.0;0.0;0.0,0,0
2586,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121539.npy,0.4;0.6;0.0,0,0
2587,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121540.npy,0.8;0.2;0.0,0,0
2588,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121541.npy,1.0;0.0;0.0,0,0
2589,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121549.npy,0.8;0.2;0.0,0,0
2590,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121550.npy,0.75;0.25;0.0,0,0
2591,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121554.npy,0.25;0.75;0.0,0,0
2592,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121559.npy,0.75;0.25;0.0,0,0
2593,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121568.npy,0.0;0.0;1.0,0,0
2594,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121575.npy,0.8;0.2;0.0,0,0
2595,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121580.npy,0.0;0.0;1.0,0,0
2596,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121588.npy,0.6;0.4;0.0,0,0
2597,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121602.npy,0.0;0.75;0.25,0,0
2598,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121605.npy,0.0;0.0;1.0,0,0
2599,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121607.npy,0.0;0.0;1.0,0,0
2600,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121614.npy,0.0;0.0;1.0,0,0
2601,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121618.npy,0.0;0.0;1.0,0,0
2602,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121624.npy,0.0;0.6;0.4,0,0
2603,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121626.npy,0.75;0.25;0.0,0,0
2604,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121630.npy,0.4;0.0;0.6,0,0
2605,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121634.npy,0.75;0.25;0.0,0,0
2606,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121636.npy,0.6;0.4;0.0,0,0
2607,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121637.npy,0.8;0.2;0.0,0,0
2608,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121639.npy,1.0;0.0;0.0,0,0
2609,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121640.npy,0.0;0.75;0.25,0,0
2610,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121644.npy,1.0;0.0;0.0,0,0
2611,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121668.npy,0.4;0.6;0.0,0,0
2612,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121673.npy,0.4;0.6;0.0,0,0
2613,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121678.npy,1.0;0.0;0.0,0,0
2614,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121684.npy,0.4;0.6;0.0,0,0
2615,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121686.npy,0.6;0.0;0.4,0,0
2616,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121690.npy,0.75;0.25;0.0,0,0
2617,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121697.npy,0.6;0.4;0.0,0,0
2618,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121703.npy,0.0;0.2;0.8,0,0
2619,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121717.npy,0.4;0.6;0.0,0,0
2620,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121724.npy,0.0;1.0;0.0,0,0
2621,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121731.npy,0.0;0.0;1.0,0,0
2622,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121756.npy,0.6;0.2;0.2,0,0
2623,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121757.npy,0.0;0.2;0.8,0,0
2624,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121782.npy,0.0;0.6;0.4,0,0
2625,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121785.npy,0.0;0.75;0.25,0,0
2626,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121787.npy,0.6;0.2;0.2,0,0
2627,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121842.npy,0.0;0.0;1.0,0,0
2628,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121857.npy,0.0;1.0;0.0,0,0
2629,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121862.npy,0.0;0.75;0.25,0,0
2630,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121864.npy,0.0;0.2;0.8,0,0
2631,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121874.npy,0.0;0.2;0.8,0,0
2632,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121888.npy,0.25;0.75;0.0,0,0
2633,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121904.npy,0.25;0.75;0.0,0,0
2634,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121905.npy,0.0;0.75;0.25,0,0
2635,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121914.npy,0.25;0.75;0.0,0,0
2636,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121922.npy,0.25;0.75;0.0,0,0
2637,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121925.npy,0.0;1.0;0.0,0,0
2638,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121927.npy,0.0;0.75;0.25,0,0
2639,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121934.npy,0.0;1.0;0.0,0,0
2640,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121947.npy,0.4;0.6;0.0,0,0
2641,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121948.npy,0.0;1.0;0.0,0,0
2642,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121964.npy,0.25;0.75;0.0,0,0
2643,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121970.npy,0.0;0.75;0.25,0,0
2644,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121982.npy,0.0;0.75;0.25,0,0
2645,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121988.npy,0.0;0.75;0.25,0,0
2646,/z/lancelcy/PRIORI_Emotion/pad_mfbs/121995.npy,0.0;1.0;0.0,0,0
2647,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122031.npy,0.0;0.2;0.8,0,0
2648,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122032.npy,0.25;0.75;0.0,0,0
2649,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122048.npy,0.0;0.0;1.0,0,0
2650,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122062.npy,0.0;0.4;0.6,0,0
2651,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122066.npy,0.0;0.0;1.0,0,0
2652,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122070.npy,0.0;0.6;0.4,0,0
2653,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122079.npy,0.0;0.75;0.25,0,0
2654,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122083.npy,0.0;0.75;0.25,0,0
2655,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122096.npy,0.0;1.0;0.0,0,0
2656,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122102.npy,0.75;0.25;0.0,0,0
2657,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122113.npy,0.0;1.0;0.0,0,0
2658,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122126.npy,0.0;0.75;0.25,0,0
2659,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122129.npy,0.25;0.75;0.0,0,0
2660,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122142.npy,0.0;0.75;0.25,0,0
2661,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122144.npy,0.0;0.0;1.0,0,0
2662,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122155.npy,0.0;0.0;1.0,0,0
2663,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122164.npy,0.0;0.0;1.0,0,0
2664,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122165.npy,0.2;0.2;0.6,0,0
2665,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122183.npy,0.0;0.0;1.0,0,0
2666,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122200.npy,0.0;0.25;0.75,0,0
2667,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122208.npy,0.2;0.0;0.8,0,0
2668,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122211.npy,0.0;0.4;0.6,0,0
2669,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122220.npy,0.8;0.2;0.0,0,0
2670,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122221.npy,0.25;0.75;0.0,0,0
2671,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122226.npy,0.25;0.75;0.0,0,0
2672,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122256.npy,0.0;0.75;0.25,0,0
2673,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122258.npy,0.2;0.0;0.8,0,0
2674,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122269.npy,0.6;0.4;0.0,0,0
2675,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122273.npy,0.0;0.0;1.0,0,0
2676,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122289.npy,0.6;0.2;0.2,0,0
2677,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122310.npy,0.0;0.25;0.75,0,0
2678,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122313.npy,0.0;0.4;0.6,0,0
2679,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122319.npy,0.0;0.0;1.0,0,0
2680,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122327.npy,0.0;0.25;0.75,0,0
2681,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122335.npy,0.0;0.0;1.0,0,0
2682,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122344.npy,0.2;0.2;0.6,0,0
2683,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122349.npy,0.6;0.2;0.2,0,0
2684,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122350.npy,0.0;0.0;1.0,0,0
2685,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122357.npy,0.0;0.0;1.0,0,0
2686,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122366.npy,0.0;1.0;0.0,0,0
2687,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122367.npy,0.0;0.75;0.25,0,0
2688,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122371.npy,0.25;0.75;0.0,0,0
2689,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122374.npy,0.8;0.2;0.0,0,0
2690,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122386.npy,0.25;0.0;0.75,0,0
2691,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122392.npy,0.25;0.0;0.75,0,0
2692,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122394.npy,0.0;0.0;1.0,0,0
2693,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122408.npy,0.75;0.25;0.0,0,0
2694,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122419.npy,0.0;0.75;0.25,0,0
2695,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122421.npy,0.25;0.75;0.0,0,0
2696,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122422.npy,0.25;0.75;0.0,0,0
2697,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122426.npy,0.0;0.75;0.25,0,0
2698,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122430.npy,0.0;0.75;0.25,0,0
2699,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122432.npy,0.8;0.2;0.0,0,0
2700,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122436.npy,0.0;0.25;0.75,0,0
2701,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122437.npy,0.25;0.75;0.0,0,0
2702,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122438.npy,0.0;0.75;0.25,0,0
2703,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122440.npy,0.8;0.0;0.2,0,0
2704,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122444.npy,0.0;0.0;1.0,0,0
2705,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122447.npy,0.8;0.2;0.0,0,0
2706,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122456.npy,0.75;0.25;0.0,0,0
2707,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122459.npy,0.0;0.0;1.0,0,0
2708,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122465.npy,0.8;0.2;0.0,0,0
2709,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122471.npy,0.0;0.4;0.6,0,0
2710,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122473.npy,0.75;0.25;0.0,0,0
2711,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122474.npy,0.75;0.25;0.0,0,0
2712,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122480.npy,0.0;0.2;0.8,0,0
2713,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122487.npy,0.6;0.4;0.0,0,0
2714,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122488.npy,0.0;0.25;0.75,0,0
2715,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122490.npy,0.0;0.25;0.75,0,0
2716,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122503.npy,0.2;0.6;0.2,0,0
2717,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122505.npy,0.0;1.0;0.0,0,0
2718,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122507.npy,0.0;0.2;0.8,0,0
2719,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122511.npy,1.0;0.0;0.0,0,0
2720,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122512.npy,0.0;0.25;0.75,0,0
2721,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122514.npy,0.0;1.0;0.0,0,0
2722,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122515.npy,0.25;0.75;0.0,0,0
2723,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122518.npy,0.0;0.25;0.75,0,0
2724,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122529.npy,0.0;0.75;0.25,0,0
2725,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122531.npy,0.0;0.75;0.25,0,0
2726,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122545.npy,0.0;0.8;0.2,0,0
2727,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122549.npy,0.0;1.0;0.0,0,0
2728,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122551.npy,0.0;0.2;0.8,0,0
2729,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122555.npy,0.25;0.75;0.0,0,0
2730,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122557.npy,0.0;0.75;0.25,0,0
2731,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122558.npy,0.0;0.6;0.4,0,0
2732,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122568.npy,0.0;0.75;0.25,0,0
2733,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122572.npy,0.0;0.6;0.4,0,0
2734,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122577.npy,0.0;0.75;0.25,0,0
2735,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122580.npy,0.0;0.0;1.0,0,0
2736,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122581.npy,0.0;0.6;0.4,0,0
2737,/z/lancelcy/PRIORI_Emotion/pad_mfbs/122596.npy,0.0;1.0;0.0,0,0
