,exp,sub_id,segment_seconds,path,activation_arr,valence_arr,segment_id,valence,arousal,emotion
542,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1097.npy,{4|5|5|6|5|5},{4|5|3|4|2|4},1097,0,1,0.8333333333333334;0.16666666666666666;0.0
543,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1098.npy,{5|4|5|6|5|4},{4|5|4|4|3|5},1098,0,1,0.6666666666666666;0.3333333333333333;0.0
544,personal,1830001,9.0,/z/lancelcy/R21/mfbs/1099.npy,{6|6|6|7|5},{7|6|7|6|5},1099,2,2,0.0;0.2;0.8
545,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1100.npy,{6|3|5|6|5|5},{6|4|6|5|5|5},1100,1,1,0.16666666666666666;0.5;0.3333333333333333
546,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1101.npy,{4|5|7|5|5},{5|5|6|5|5},1101,1,1,0.0;0.8;0.2
547,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1102.npy,{6|4|5|6|6|4},{6|6|6|6|6|6},1102,2,2,0.0;0.0;1.0
548,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1103.npy,{7|5|7|7|7|6},{5|5|5|5|5|6},1103,1,2,0.0;0.8333333333333334;0.16666666666666666
549,personal,1830001,17.0,/z/lancelcy/R21/mfbs/1107.npy,{6|7|7|6|7},{5|6|6|5|7},1107,2,2,0.0;0.4;0.6
550,personal,1830001,8.0,/z/lancelcy/R21/mfbs/1108.npy,{3|4|4|4|5},{5|6|6|6|5},1108,2,0,0.0;0.4;0.6
551,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1109.npy,{6|4|5|7|6|4},{7|7|6|7|7|7},1109,2,2,0.0;0.0;1.0
552,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1111.npy,{1|3|5|3|1},{3|3|4|4|1},1111,0,0,1.0;0.0;0.0
553,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1113.npy,{3|3|4|3|2},{4|3|6|5|4},1113,0,0,0.6;0.2;0.2
554,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1115.npy,{5|3|5|5|3|3},{4|5|4|4|4|2},1115,0,0,0.8333333333333334;0.16666666666666666;0.0
555,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1116.npy,{6|4|4|6|5|4},{7|6|6|7|5|6},1116,2,0,0.0;0.16666666666666666;0.8333333333333334
556,personal,1830001,15.0,/z/lancelcy/R21/mfbs/1117.npy,{4|5|6|4|4},{5|6|6|6|6},1117,2,0,0.0;0.2;0.8
557,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1118.npy,{5|3|4|3|3|3|5|4},{8|5|7|6|6|6|6|7},1118,2,0,0.0;0.125;0.875
558,personal,1830001,9.0,/z/lancelcy/R21/mfbs/1119.npy,{5|3|4|4|2|4},{4|5|4|4|3|5},1119,0,0,0.6666666666666666;0.3333333333333333;0.0
559,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1120.npy,{3|4|3|3|2},{4|3|6|6|3},1120,0,0,0.6;0.0;0.4
560,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1121.npy,{3|4|3|4|3},{6|7|7|6|5},1121,2,0,0.0;0.2;0.8
561,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1122.npy,{4|3|5|4|4},{4|3|5|4|3},1122,0,0,0.8;0.2;0.0
562,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1123.npy,{5|3|4|3|4|4|4|3},{6|6|4|4|6|6|6|2},1123,2,0,0.375;0.0;0.625
563,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1124.npy,{5|4|3|3|5|5},{6|7|7|7|7|6},1124,2,0,0.0;0.0;1.0
564,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1125.npy,{2|3|4|3|4},{6|7|4|6|5},1125,2,0,0.2;0.2;0.6
565,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1126.npy,{3|3|4|2|3},{4|4|4|2|4},1126,0,0,1.0;0.0;0.0
566,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1127.npy,{3|3|2|3|3},{3|7|6|6|4},1127,2,0,0.4;0.0;0.6
567,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1128.npy,{4|2|3|3|3|3},{6|4|7|6|5|4},1128,2,0,0.3333333333333333;0.16666666666666666;0.5
568,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1129.npy,{4|2|3|6|4|2},{7|3|3|5|5|2},1129,0,0,0.5;0.3333333333333333;0.16666666666666666
569,personal,1830001,16.0,/z/lancelcy/R21/mfbs/1130.npy,{4|3|5|6|4|5},{4|5|5|5|5|6},1130,1,0,0.16666666666666666;0.6666666666666666;0.16666666666666666
570,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1131.npy,{4|4|4|4|2},{5|4|5|5|4},1131,1,0,0.4;0.6;0.0
571,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1132.npy,{4|5|6|5|4},{5|7|6|6|6},1132,2,0,0.0;0.2;0.8
572,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1133.npy,{4|5|6|5|7},{6|7|7|7|8},1133,2,1,0.0;0.0;1.0
573,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1134.npy,{6|3|5|5|6|4|4|6},{6|6|6|6|6|6|6|6},1134,2,0,0.0;0.0;1.0
574,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1135.npy,{4|5|4|5|4},{7|7|7|6|5},1135,2,0,0.0;0.2;0.8
575,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1136.npy,{3|5|6|5|5},{5|7|5|5|5},1136,1,1,0.0;0.8;0.2
576,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1137.npy,{4|4|5|5|5},{5|4|5|5|5},1137,1,1,0.2;0.8;0.0
577,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1138.npy,{3|5|5|4|5},{4|5|5|5|4},1138,1,1,0.4;0.6;0.0
578,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1140.npy,{3|4|5|5|2},{5|5|6|6|2},1140,1,0,0.2;0.4;0.4
579,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1141.npy,{6|4|5|6|5|5},{6|5|5|5|5|5},1141,1,1,0.0;0.8333333333333334;0.16666666666666666
580,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1144.npy,{3|5|6|5|5},{5|5|6|5|6},1144,1,1,0.0;0.6;0.4
581,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1145.npy,{5|6|7|6|7},{5|4|5|5|6},1145,1,2,0.2;0.6;0.2
582,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1146.npy,{5|5|7|5|5},{5|6|5|5|5},1146,1,1,0.0;0.8;0.2
583,personal,1830001,15.0,/z/lancelcy/R21/mfbs/1148.npy,{5|6|7|6|6},{5|5|5|5|8},1148,1,2,0.0;0.8;0.2
584,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1150.npy,{3|6|6|6|5},{5|5|5|4|5},1150,1,2,0.2;0.8;0.0
585,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1151.npy,{6|4|6|7|6|6},{6|6|6|6|6|8},1151,2,2,0.0;0.0;1.0
586,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1152.npy,{4|6|6|5|5},{5|5|5|5|5},1152,1,1,0.0;1.0;0.0
587,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1172.npy,{4|5|6|5|4},{5|5|5|5|5},1172,1,0,0.0;1.0;0.0
588,personal,1830001,9.0,/z/lancelcy/R21/mfbs/1174.npy,{3|4|4|5|4},{5|4|5|5|4},1174,1,0,0.4;0.6;0.0
589,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1176.npy,{3|4|5|4|5},{5|6|5|5|5},1176,1,0,0.0;0.8;0.2
590,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1178.npy,{6|7|7|7|8},{7|7|8|7|9},1178,2,2,0.0;0.0;1.0
591,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1180.npy,{4|3|4|3|3|4},{4|4|5|4|4|5},1180,0,0,0.6666666666666666;0.3333333333333333;0.0
592,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1181.npy,{3|3|3|2|1},{3|3|4|3|1},1181,0,0,1.0;0.0;0.0
593,personal,1830001,15.0,/z/lancelcy/R21/mfbs/1182.npy,{3|5|6|3|4},{4|4|5|3|4},1182,0,0,0.8;0.2;0.0
594,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1183.npy,{4|4|5|3|4},{4|5|4|5|5},1183,1,0,0.4;0.6;0.0
595,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1185.npy,{3|6|6|4|4},{4|4|3|3|3},1185,0,0,1.0;0.0;0.0
596,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1186.npy,{3|3|3|3|3},{4|3|4|3|4},1186,0,0,1.0;0.0;0.0
597,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1188.npy,{3|2|3|2|2},{5|4|4|5|1},1188,0,0,0.6;0.4;0.0
598,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1189.npy,{4|5|6|5|4},{5|6|6|6|7},1189,2,0,0.0;0.2;0.8
599,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1190.npy,{3|3|5|3|4},{5|6|6|6|5},1190,2,0,0.0;0.4;0.6
600,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1191.npy,{5|4|5|6|3|3},{4|4|4|5|3|4},1191,0,0,0.8333333333333334;0.16666666666666666;0.0
601,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1192.npy,{3|5|4|4|4},{4|4|5|4|3},1192,0,0,0.8;0.2;0.0
602,personal,1830001,14.0,/z/lancelcy/R21/mfbs/1199.npy,{5|4|5|5|5|6|6|6|5|4|7},{4|5|4|4|4|5|5|5|5|4|6},1199,0,1,0.45454545454545453;0.45454545454545453;0.09090909090909091
603,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1200.npy,{4|5|5|4|5},{6|6|5|5|5},1200,1,1,0.0;0.6;0.4
604,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1201.npy,{4|4|5|5|5},{5|4|5|5|5},1201,1,1,0.2;0.8;0.0
605,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1205.npy,{3|3|3|4|2},{5|3|4|5|5},1205,1,0,0.4;0.6;0.0
606,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1209.npy,{6|3|4|6|3|5},{6|6|5|6|5|6},1209,2,0,0.0;0.3333333333333333;0.6666666666666666
607,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1210.npy,{5|4|5|7|5|5},{5|5|4|5|5|4},1210,1,1,0.3333333333333333;0.6666666666666666;0.0
608,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1212.npy,{5|5|6|6|6},{6|7|6|7|8},1212,2,2,0.0;0.0;1.0
609,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1214.npy,{5|7|8|7|8},{5|6|7|6|8},1214,2,2,0.0;0.2;0.8
610,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1216.npy,{3|5|4|5|5},{7|6|8|7|6},1216,2,1,0.0;0.0;1.0
611,personal,1830001,18.0,/z/lancelcy/R21/mfbs/1217.npy,{5|6|7|6|8},{5|5|5|5|8},1217,1,2,0.0;0.8;0.2
612,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1218.npy,{5|4|5|5|4|3},{4|5|6|6|5|4},1218,0,0,0.3333333333333333;0.3333333333333333;0.3333333333333333
613,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1219.npy,{4|4|6|6|7},{6|6|8|7|6},1219,2,2,0.0;0.0;1.0
614,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1220.npy,{5|7|7|7|6},{7|6|7|7|8},1220,2,2,0.0;0.0;1.0
615,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1223.npy,{7|4|5|6|6|4},{5|6|5|5|6|6},1223,1,2,0.0;0.5;0.5
616,personal,1830001,12.0,/z/lancelcy/R21/mfbs/1224.npy,{5|7|8|7|9},{5|5|5|4|7},1224,1,2,0.2;0.6;0.2
617,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1225.npy,{4|6|6|6|7},{6|5|6|6|6},1225,2,2,0.0;0.2;0.8
618,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1226.npy,{5|7|7|7|6},{5|6|5|3|8},1226,1,2,0.2;0.4;0.4
619,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1227.npy,{5|6|7|6|8},{5|6|5|5|7},1227,1,2,0.0;0.6;0.4
620,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1228.npy,{7|5|6|7|6|5},{5|5|5|4|5|5},1228,1,2,0.16666666666666666;0.8333333333333334;0.0
621,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1229.npy,{4|5|7|6|5},{5|4|5|4|5},1229,1,1,0.4;0.6;0.0
622,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1231.npy,{6|5|7|7|6|5},{6|5|4|5|5|6},1231,1,2,0.16666666666666666;0.5;0.3333333333333333
623,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1232.npy,{5|5|7|5|5},{5|5|6|6|6},1232,2,1,0.0;0.4;0.6
624,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1234.npy,{4|5|6|6|7},{5|6|7|6|6},1234,2,2,0.0;0.2;0.8
625,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1235.npy,{5|7|6|5|6},{6|5|7|6|7},1235,2,2,0.0;0.2;0.8
626,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1236.npy,{9|6|8|8|8|8},{7|5|5|6|3|6},1236,2,2,0.16666666666666666;0.3333333333333333;0.5
627,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1237.npy,{6|8|7|7|8},{5|6|6|5|7},1237,2,2,0.0;0.4;0.6
628,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1240.npy,{6|7|7|7|8},{3|3|5|5|7},1240,0,2,0.4;0.4;0.2
629,personal,1830001,8.0,/z/lancelcy/R21/mfbs/1241.npy,{5|8|7|8|9},{5|7|6|6|8},1241,2,2,0.0;0.2;0.8
630,personal,1830001,8.0,/z/lancelcy/R21/mfbs/1242.npy,{7|5|7|7|6|7},{4|5|4|5|5|6},1242,1,2,0.3333333333333333;0.5;0.16666666666666666
631,personal,1830001,17.0,/z/lancelcy/R21/mfbs/1248.npy,{5|4|5|6|5|5},{5|5|4|5|4|4},1248,0,1,0.5;0.5;0.0
632,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1249.npy,{5|5|6|6|5|6},{5|5|6|5|5|6},1249,1,1,0.0;0.6666666666666666;0.3333333333333333
633,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1250.npy,{3|5|5|4|4},{5|4|5|5|5},1250,1,0,0.2;0.8;0.0
634,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1252.npy,{7|5|5|7|4|4},{6|5|5|6|5|4},1252,1,0,0.16666666666666666;0.5;0.3333333333333333
635,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1253.npy,{7|5|6|7|6|8},{4|5|4|5|4|7},1253,0,2,0.5;0.3333333333333333;0.16666666666666666
636,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1254.npy,{5|6|6|5|6},{6|6|7|6|7},1254,2,2,0.0;0.0;1.0
637,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1262.npy,{5|4|5|6|6|7},{5|6|6|6|6|8},1262,2,2,0.0;0.16666666666666666;0.8333333333333334
638,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1263.npy,{4|5|7|6|5},{5|5|5|5|5},1263,1,1,0.0;1.0;0.0
639,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1264.npy,{6|4|6|7|6|7},{6|5|6|5|6|5},1264,1,2,0.0;0.5;0.5
640,personal,1830001,16.0,/z/lancelcy/R21/mfbs/1266.npy,{7|4|4|5|5|4},{6|6|5|4|5|5},1266,1,0,0.16666666666666666;0.5;0.3333333333333333
641,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1267.npy,{7|4|5|6|6|5},{4|5|4|4|5|5},1267,0,2,0.5;0.5;0.0
642,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1269.npy,{4|4|6|6|6},{4|6|5|4|6},1269,0,2,0.4;0.2;0.4
643,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1270.npy,{5|7|6|6|6},{6|7|5|6|7},1270,2,2,0.0;0.2;0.8
644,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1271.npy,{6|8|7|7|9},{5|6|5|5|9},1271,1,2,0.0;0.6;0.4
645,personal,1830001,14.0,/z/lancelcy/R21/mfbs/1272.npy,{6|8|8|7|8},{5|5|5|5|7},1272,1,2,0.0;0.8;0.2
646,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1273.npy,{8|5|7|7|6|8},{5|5|5|5|5|7},1273,1,2,0.0;0.8333333333333334;0.16666666666666666
647,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1274.npy,{5|8|7|6|7},{5|6|5|5|6},1274,1,2,0.0;0.6;0.4
648,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1275.npy,{5|4|4|6|5|4},{5|5|5|6|7|6},1275,1,0,0.0;0.5;0.5
649,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1276.npy,{4|6|7|6|7},{5|5|5|4|6},1276,1,2,0.2;0.6;0.2
650,personal,1830001,9.0,/z/lancelcy/R21/mfbs/1277.npy,{8|5|7|7|6|5},{5|5|5|5|5|6},1277,1,2,0.0;0.8333333333333334;0.16666666666666666
651,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1278.npy,{4|6|7|6|7},{7|7|4|5|8},1278,2,2,0.2;0.2;0.6
652,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1281.npy,{3|6|7|5|6},{4|4|4|5|5},1281,0,2,0.6;0.4;0.0
653,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1282.npy,{4|5|6|5|4},{5|5|5|5|6},1282,1,0,0.0;0.8;0.2
654,personal,1830001,15.0,/z/lancelcy/R21/mfbs/1283.npy,{4|6|7|4|5},{5|4|4|2|5},1283,0,0,0.6;0.4;0.0
655,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1284.npy,{4|5|7|5|5},{4|5|5|4|5},1284,1,1,0.4;0.6;0.0
656,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1285.npy,{3|5|6|4|5},{5|4|5|4|5},1285,1,0,0.4;0.6;0.0
657,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1286.npy,{4|6|6|3|5},{6|5|6|5|5},1286,1,0,0.0;0.6;0.4
658,personal,1830001,8.0,/z/lancelcy/R21/mfbs/1288.npy,{4|3|3|4|5|4},{4|4|3|4|4|3},1288,0,0,1.0;0.0;0.0
659,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1289.npy,{5|6|4|4|5|6|6|5|4},{6|5|5|4|5|6|6|6|7},1289,2,0,0.1111111111111111;0.3333333333333333;0.5555555555555556
660,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1291.npy,{3|4|5|4|4},{6|5|6|4|5},1291,1,0,0.2;0.4;0.4
661,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1292.npy,{5|4|5|6|4|5},{6|5|5|5|4|5},1292,1,1,0.16666666666666666;0.6666666666666666;0.16666666666666666
662,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1294.npy,{4|6|6|5|6},{5|5|5|5|5},1294,1,2,0.0;1.0;0.0
663,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1295.npy,{3|3|6|5|5},{5|5|5|5|6},1295,1,0,0.0;0.8;0.2
664,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1296.npy,{4|5|6|5|6},{5|6|6|5|6},1296,2,1,0.0;0.4;0.6
665,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1298.npy,{4|6|6|6|7},{5|6|6|6|6},1298,2,2,0.0;0.2;0.8
666,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1300.npy,{8|5|7|7|6|7},{5|6|5|5|5|7},1300,1,2,0.0;0.6666666666666666;0.3333333333333333
667,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1301.npy,{4|5|6|6|7},{6|6|6|6|8},1301,2,2,0.0;0.0;1.0
668,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1302.npy,{4|6|7|6|5},{6|5|5|4|7},1302,1,2,0.2;0.4;0.4
669,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1303.npy,{4|7|6|5|6},{5|6|5|5|7},1303,1,2,0.0;0.6;0.4
670,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1305.npy,{7|4|5|6|5|6},{6|6|5|5|5|7},1305,1,2,0.0;0.5;0.5
671,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1306.npy,{3|5|6|5|6},{6|5|6|5|6},1306,2,1,0.0;0.4;0.6
672,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1307.npy,{4|5|6|6|6},{5|4|5|4|7},1307,0,2,0.4;0.4;0.2
673,personal,1830001,14.0,/z/lancelcy/R21/mfbs/1317.npy,{8|6|8|8|7|9},{7|5|7|6|5|9},1317,2,2,0.0;0.3333333333333333;0.6666666666666666
674,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1319.npy,{5|7|6|7|7|7|7|6|7|6|6},{6|7|5|6|6|6|7|6|6|6|7},1319,2,2,0.0;0.09090909090909091;0.9090909090909091
675,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1327.npy,{6|5|6|6|7|6|5},{6|4|4|6|6|7|6},1327,2,2,0.2857142857142857;0.0;0.7142857142857143
676,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1328.npy,{3|5|6|5},{5|4|5|6},1328,1,1,0.25;0.5;0.25
677,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1336.npy,{7|5|7|7|6|5},{7|7|7|7|6|8},1336,2,2,0.0;0.0;1.0
678,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1347.npy,{4|5|6|4|6},{6|6|5|5|7},1347,2,0,0.0;0.4;0.6
679,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1348.npy,{4|5|6|6|6},{6|4|5|5|8},1348,1,2,0.2;0.4;0.4
680,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1349.npy,{4|5|6|5|5},{5|5|5|4|5},1349,1,1,0.2;0.8;0.0
681,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1350.npy,{4|6|7|5|6},{6|6|7|6|7},1350,2,2,0.0;0.0;1.0
682,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1351.npy,{5|4|5|6|5|6},{5|6|6|6|5|7},1351,2,1,0.0;0.3333333333333333;0.6666666666666666
683,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1352.npy,{3|5|6|5|6},{6|6|6|5|8},1352,2,1,0.0;0.2;0.8
684,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1353.npy,{3|6|6|4|6},{5|7|5|5|4},1353,1,2,0.2;0.6;0.2
685,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1354.npy,{5|3|5|6|4|5},{5|6|6|6|6|6},1354,2,1,0.0;0.16666666666666666;0.8333333333333334
686,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1356.npy,{4|5|6|4|6},{5|4|6|5|5},1356,1,0,0.2;0.6;0.2
687,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1357.npy,{5|5|5|6|5|6},{5|5|6|5|5|8},1357,1,1,0.0;0.6666666666666666;0.3333333333333333
688,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1360.npy,{5|4|5|6|5|3},{4|5|5|6|5|6},1360,1,1,0.16666666666666666;0.5;0.3333333333333333
689,personal,1830001,11.0,/z/lancelcy/R21/mfbs/1361.npy,{7|5|7|7|6|4},{4|5|5|5|4|3},1361,0,2,0.5;0.5;0.0
690,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1362.npy,{4|5|6|6|5},{5|6|6|5|5},1362,1,1,0.0;0.6;0.4
691,personal,1830001,18.0,/z/lancelcy/R21/mfbs/1363.npy,{6|5|5|7|6|6},{6|5|6|6|6|6},1363,2,2,0.0;0.16666666666666666;0.8333333333333334
692,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1365.npy,{4|6|6|6|5},{5|7|6|7|7},1365,2,2,0.0;0.2;0.8
693,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1366.npy,{4|5|7|5|5},{7|6|6|6|5},1366,2,1,0.0;0.2;0.8
694,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1368.npy,{6|5|6|7|7|7},{4|7|5|6|6|8},1368,2,2,0.16666666666666666;0.16666666666666666;0.6666666666666666
695,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1369.npy,{5|6|6|5|5},{5|5|7|6|7},1369,2,1,0.0;0.4;0.6
696,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1372.npy,{4|5|6|5|4},{6|6|6|6|6},1372,2,0,0.0;0.0;1.0
697,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1373.npy,{4|5|6|5|5},{5|5|5|5|5},1373,1,1,0.0;1.0;0.0
698,personal,1830001,13.0,/z/lancelcy/R21/mfbs/1375.npy,{5|5|6|6|5},{4|5|6|5|5},1375,1,1,0.2;0.6;0.2
699,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1376.npy,{4|5|5|6|5|6},{4|5|5|5|5|6},1376,1,1,0.16666666666666666;0.6666666666666666;0.16666666666666666
700,personal,1830001,10.0,/z/lancelcy/R21/mfbs/1377.npy,{7|4|6|7|6|7},{3|7|6|7|5|7},1377,2,2,0.16666666666666666;0.16666666666666666;0.6666666666666666
701,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1379.npy,{3|4|5|4|4},{4|3|4|4|5},1379,0,0,0.8;0.2;0.0
702,personal,1830001,4.0,/z/lancelcy/R21/mfbs/1380.npy,{6|5|6|7|5|5},{5|5|5|5|5|6},1380,1,1,0.0;0.8333333333333334;0.16666666666666666
703,personal,1830001,17.0,/z/lancelcy/R21/mfbs/1381.npy,{4|5|6|6|6},{5|5|5|5|6},1381,1,2,0.0;0.8;0.2
704,personal,1830001,7.0,/z/lancelcy/R21/mfbs/1385.npy,{5|6|7|6|7},{6|6|6|6|6},1385,2,2,0.0;0.0;1.0
705,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1386.npy,{5|4|5|6|6|5},{4|6|5|6|6|5},1386,2,1,0.16666666666666666;0.3333333333333333;0.5
706,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1387.npy,{5|7|7|7|9},{5|5|5|5|8},1387,1,2,0.0;0.8;0.2
707,personal,1830001,2.0,/z/lancelcy/R21/mfbs/1388.npy,{3|5|5|4|5},{4|4|5|4|5},1388,0,1,0.6;0.4;0.0
708,personal,1830001,3.0,/z/lancelcy/R21/mfbs/1389.npy,{5|5|6|5|5},{6|6|6|6|6},1389,2,1,0.0;0.0;1.0
709,personal,1830001,6.0,/z/lancelcy/R21/mfbs/1390.npy,{3|5|6|5|4},{6|7|6|6|6},1390,2,0,0.0;0.0;1.0
710,personal,1830001,5.0,/z/lancelcy/R21/mfbs/1391.npy,{5|7|7|6|7},{5|7|6|5|8},1391,2,2,0.0;0.4;0.6
711,personal,1830001,12.0,/z/lancelcy/R21/mfbs/1392.npy,{5|6|6|5|5},{5|6|6|5|5},1392,1,1,0.0;0.6;0.4
